mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.4498294194539388,0.0047111550336783785,0.048210461934407554,0.0008371035399821019,{},-3.1571091416715547e-06,-1.1166582110089252e-06,-5.283481703255433e-07,-1.600705174335341e-06,1.1264463763378914e-06,1,-0.1430355880673553,-0.14275150094689326,-0.14272410259681426,-0.14283706387035425,0.00014082272542205058,1,-0.18707883215086782,-0.18641581529916196,-0.186306493400084,-0.18660038028337125,0.0003412476730447734,1
