family,sample_count,total_absolute_error,total_squared_error,mean_absolute_error,sample_fraction,absolute_error_fraction,squared_error_fraction
qaoa_like,1380,55.4658913100285,3.6234490252378238,0.040192674862339496,0.1104,0.168941808522554,0.20449598758861634
trotter_ising,1378,49.9965741489811,3.2338156055015324,0.036281984142947095,0.11024,0.15228298792583664,0.18250631134050818
entanglement_heavy,1256,48.36607517250084,3.0236557648488254,0.038508021634156724,0.10048,0.14731670253179047,0.17064555550638388
decoherence_sensitive,1172,36.537124898745205,2.1650992378125995,0.031175021244663145,0.09376,0.11128727606857024,0.12219134415304436
measurement_sensitive,1070,28.93506564972877,1.551389811730496,0.027042117429653057,0.0856,0.08813240362911416,0.0875555277513315
mixed_random,781,26.244868391638356,1.5238206705014723,0.03360418488045884,0.06248,0.07993841667010468,0.08599961273132395
clean_control,635,17.93952984663531,0.8946791088314184,0.028251228104937496,0.0508,0.05464144800981379,0.05049285547031413
routing_sensitive,1218,23.638905273263493,0.7627172462317217,0.01940796820464983,0.09744,0.07200099581986544,0.043045345865956694
mirror_circuit,1111,15.69486966045158,0.4691611149404693,0.014126795373943816,0.08888,0.04780450836247619,0.026477967502697385
qft_lite,1142,11.674672921768028,0.23723508347763458,0.010223006061092844,0.09136,0.035559517943889445,0.013388796792371751
ghz_cat,1357,13.820010671682752,0.23390212723506792,0.01018423778311183,0.10856,0.04209393451598498,0.013200695297451845
