mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
1.2713468074798584,0.024109764339516487,0.06905825932820638,0.0031201649179982346,0.1,6,"{'model__learning_rate': 0.1, 'model__max_depth': 6}",0.9281312104474333,0.9279982556468758,0.9274785777768402,0.9278693479570498,0.000281596928313727,1,-0.02563986176490898,-0.025642667864607324,-0.025745185854461217,-0.02567590516132584,4.9002240628145145e-05,1,-0.03666986796261091,-0.03667485891037643,-0.036952349692049684,-0.03676569218834568,0.0001320025129979441,1
1.1601280371348064,0.028955901303049057,0.058546861012776695,0.004579432479364868,0.05,6,"{'model__learning_rate': 0.05, 'model__max_depth': 6}",0.9277166699668676,0.9279808966658354,0.9271078370373621,0.927601801223355,0.0003655629447802372,2,-0.025908198449681327,-0.025847548175393826,-0.02603966524040002,-0.02593180395515839,8.018793169078604e-05,2,-0.036775472131356006,-0.03667927963531077,-0.03704668235157517,-0.03683381137274731,0.00015556089760219202,2
1.0220582485198975,0.008318859580774489,0.06405949592590332,0.006619050878340555,0.1,4,"{'model__learning_rate': 0.1, 'model__max_depth': 4}",0.9256501623377067,0.9260268057211756,0.9255092773112015,0.9257287484566946,0.0002184654776019367,3,-0.026610489480281024,-0.026532316882557465,-0.026585597038748267,-0.026576134467195586,3.260770822985044e-05,3,-0.03729745454440665,-0.0371735578527857,-0.03745070492566208,-0.03730723910761815,0.00011335615924720538,3
0.9051651159922282,0.02419774607834376,0.04921563466389974,0.0006272660762757057,0.05,4,"{'model__learning_rate': 0.05, 'model__max_depth': 4}",0.9196275930962498,0.9194738183550927,0.9188168558594799,0.9193060891036074,0.00035159023794197454,4,-0.028109681206115143,-0.028203676433069414,-0.028318166636227597,-0.02821050809180405,8.525079594190948e-05,4,-0.038778648415395,-0.03878515183640487,-0.039096856154013815,-0.03888688546860456,0.00014849543240928569,4
