feature,importance_mean,importance_std
qubit_count,0.06877714423239231,0.0006222961632279308
original_entanglement_density,0.02490071372576058,0.000690061758497567
original_num_single_qubit_gates,0.01979119102582336,0.00024790651377380247
mean_qubit_gate_count,0.014432638060301546,0.0002041140623819104
original_mean_qubit_gate_count,0.014085762571101081,0.0003782546215345116
readout_error,0.012399555947631601,0.0003086489740164357
entanglement_density,0.011365327071584764,0.00026196604760755535
compiler_variant,0.011160704449564221,0.00033482029819154724
num_single_qubit_gates,0.01096501686908305,0.00027362222359309223
long_range_interaction_score,0.009746155675128106,0.00032595014774470274
coupling_path_length,0.008730790916830305,0.00030099739587205335
num_cx,0.005641545372456315,0.0002405223816269531
circuit_depth,0.005610088376142088,0.00016311082427801816
max_qubit_gate_count,0.00552896035164595,0.0002180906303002968
original_unique_two_qubit_edge_count,0.005171796450763944,0.00021287598715717158
original_mean_qubit_two_qubit_gate_count,0.004928039261698726,0.00014071678186393006
mean_qubit_two_qubit_gate_count,0.004683522987179462,0.0002308534952302799
original_max_qubit_two_qubit_gate_count,0.004440064218640331,0.00020111479612035433
original_long_range_interaction_score,0.004301293723471466,0.00020152912300938888
measurement_count,0.0037252595625817814,0.0002124509033195861
original_circuit_depth,0.0035238228686153925,0.00015851804756598692
original_num_cz,0.003403233935683969,9.818173786495108e-05
original_max_qubit_gate_count,0.002423048855736855,0.0002157218304218392
interaction_graph_density,0.0022374438464641596,9.79970871424845e-05
local_readout_error_mean,0.001977194789424542,7.529756930493626e-05
t1_mean,0.0018799809889867942,0.0001130737898946469
original_num_cx,0.001844827146269384,0.00011589341327126122
two_qubit_gate_error,0.001710984981618824,0.00016199364282241716
num_cz,0.0016740257866680658,6.267777328276464e-05
max_qubit_two_qubit_gate_count,0.001588371268659833,7.183484119209533e-05
t2_mean,0.0014839313115924627,0.00010170405024237107
original_interaction_graph_density,0.0012158256132155688,6.462920300722597e-05
original_mean_interaction_degree,0.0010666201293468517,5.4278544561625466e-05
single_qubit_gate_error,0.001045079443696889,8.777952640810196e-05
local_t1_mean,0.0007420222966000468,5.99125564868886e-05
unique_two_qubit_edge_count,0.0006083603262901343,5.4767145586990854e-05
local_t2_mean,0.0005808564636856353,7.606638402491003e-05
mean_interaction_degree,0.0005502588447183401,4.115135082839293e-05
active_qubit_fraction,0.0005437362562865054,7.173137300026995e-05
local_two_qubit_error_mean,0.00048566812463105014,0.00010534664305890752
max_interaction_degree,0.00039726415257901326,4.2081492888693644e-05
local_readout_error_max,0.00033742282800376753,5.277719015664139e-05
original_active_qubit_fraction,0.00021763813011348512,4.9843375143348206e-05
original_max_interaction_degree,0.00021384058333933503,2.8693202756308567e-05
local_two_qubit_error_max,0.00013372556027025414,3.553052161696253e-05
