split_name,ablation_name,model_name,slice_name,slice_value,sample_count,mae,rmse,r2
validation,both_without_local_features,random_forest_regressor,overall,overall,25000,0.04028753006230334,0.07146396032058992,0.8563041065452581
validation,both_without_local_features,random_forest_regressor,family,clean_control,1212,0.03370375703809613,0.05294628339261178,0.9031381800375275
validation,both_without_local_features,random_forest_regressor,family,decoherence_sensitive,2340,0.07864276242042381,0.12538498891118183,0.7672044652874774
validation,both_without_local_features,random_forest_regressor,family,entanglement_heavy,2554,0.039383121235521,0.05018094703968621,0.9341706235050656
validation,both_without_local_features,random_forest_regressor,family,ghz_cat,2690,0.012530161072190878,0.016626242890346008,0.9597904240551616
validation,both_without_local_features,random_forest_regressor,family,measurement_sensitive,2120,0.04941141085984856,0.08162789127873804,0.8871728428277323
validation,both_without_local_features,random_forest_regressor,family,mirror_circuit,2176,0.014241282643288933,0.021173838322814047,0.8694469835856209
validation,both_without_local_features,random_forest_regressor,family,mixed_random,1568,0.0954821245052556,0.14852669467576046,0.5167088957150247
validation,both_without_local_features,random_forest_regressor,family,qaoa_like,2762,0.044384589752447676,0.05764372751932781,0.9245907988337648
validation,both_without_local_features,random_forest_regressor,family,qft_lite,2280,0.03768170523441581,0.07541535211220753,0.898720490459995
validation,both_without_local_features,random_forest_regressor,family,routing_sensitive,2530,0.02044322592680527,0.02742996944876994,0.8740211941997154
validation,both_without_local_features,random_forest_regressor,family,trotter_ising,2768,0.036973095859625306,0.04874338945865366,0.8639550518342684
validation,both_without_local_features,random_forest_regressor,qubit_count,2,2560,0.016213386544287018,0.024424915948671907,0.6539403654952727
validation,both_without_local_features,random_forest_regressor,qubit_count,3,5436,0.04415692124949549,0.079922286226824,0.5636040675929364
validation,both_without_local_features,random_forest_regressor,qubit_count,4,6254,0.04045859361388419,0.07463952103321776,0.7306839816134539
validation,both_without_local_features,random_forest_regressor,qubit_count,5,6106,0.04257152153791407,0.07285616288868474,0.8067632734989745
validation,both_without_local_features,random_forest_regressor,qubit_count,6,4644,0.04579569403966757,0.07215042228565476,0.8628416165562837
validation,both_without_local_features,random_forest_regressor,compiler_variant,raw,12500,0.027767122773969373,0.03933329901696703,0.9192129190552807
validation,both_without_local_features,random_forest_regressor,compiler_variant,transpiled,12500,0.05280793735063731,0.09309719027901735,0.8209090936367793
validation,both_without_local_features,random_forest_regressor,difficulty_bucket,q1,6982,0.03682010288396133,0.0763118506681286,0.703947332527509
validation,both_without_local_features,random_forest_regressor,difficulty_bucket,q2,5948,0.038239086245699744,0.0714894884712002,0.8658848318055513
validation,both_without_local_features,random_forest_regressor,difficulty_bucket,q3,6368,0.03939650915722038,0.06561378555565953,0.8909332456130288
validation,both_without_local_features,random_forest_regressor,difficulty_bucket,q4,5702,0.04766524691672468,0.07156581095507276,0.877499970435723
test,both_without_local_features,random_forest_regressor,overall,overall,25000,0.03937267181014958,0.06934621620857044,0.8592389901583612
test,both_without_local_features,random_forest_regressor,family,clean_control,1270,0.0329281329485834,0.05149949487445203,0.8980965385876162
test,both_without_local_features,random_forest_regressor,family,decoherence_sensitive,2344,0.07458321248195965,0.11646980882242554,0.7768640766868539
test,both_without_local_features,random_forest_regressor,family,entanglement_heavy,2512,0.04013425401556779,0.051053293580652026,0.9316663495276808
test,both_without_local_features,random_forest_regressor,family,ghz_cat,2714,0.012141010889548935,0.015727554289699693,0.9655978046308124
test,both_without_local_features,random_forest_regressor,family,measurement_sensitive,2140,0.04425085249498323,0.07201275202844631,0.9081148709214127
test,both_without_local_features,random_forest_regressor,family,mirror_circuit,2222,0.015036586303089508,0.021726568920058316,0.8685795158045408
test,both_without_local_features,random_forest_regressor,family,mixed_random,1562,0.09642167007839192,0.15308667126105852,0.5178408498426206
test,both_without_local_features,random_forest_regressor,family,qaoa_like,2760,0.04375044591669998,0.05611124551225266,0.9206568060806885
test,both_without_local_features,random_forest_regressor,family,qft_lite,2284,0.03488097925706942,0.07063950020013736,0.912994400696684
test,both_without_local_features,random_forest_regressor,family,routing_sensitive,2436,0.020432381799186494,0.028181331289769976,0.8619634339149369
test,both_without_local_features,random_forest_regressor,family,trotter_ising,2756,0.038097107956004725,0.050628397144144084,0.8583115338485143
test,both_without_local_features,random_forest_regressor,qubit_count,2,2590,0.017521380828434758,0.02772874866907257,0.5894524206156678
test,both_without_local_features,random_forest_regressor,qubit_count,3,5526,0.04263808885912189,0.0762570323434238,0.5802915233082411
test,both_without_local_features,random_forest_regressor,qubit_count,4,6140,0.03974038056392035,0.07263121649462134,0.7362328785329473
test,both_without_local_features,random_forest_regressor,qubit_count,5,6180,0.04150675669535203,0.06987629949071177,0.8156380015058988
test,both_without_local_features,random_forest_regressor,qubit_count,6,4564,0.04443484812288329,0.07180413691517351,0.858984367482267
test,both_without_local_features,random_forest_regressor,compiler_variant,raw,12500,0.02771648026046575,0.03914883268506252,0.916050570715467
test,both_without_local_features,random_forest_regressor,compiler_variant,transpiled,12500,0.05102886335983339,0.08991754169397968,0.8266392420415254
test,both_without_local_features,random_forest_regressor,difficulty_bucket,q1,7038,0.036131289770851775,0.07632789333252506,0.7023444781718003
test,both_without_local_features,random_forest_regressor,difficulty_bucket,q2,5896,0.036478251245732105,0.0675054227743986,0.8793988098634856
test,both_without_local_features,random_forest_regressor,difficulty_bucket,q3,6510,0.03888939479872938,0.06340135063566472,0.8943488865533853
test,both_without_local_features,random_forest_regressor,difficulty_bucket,q4,5556,0.04711645938839448,0.06864812100112096,0.8789405851271693
