family,sample_count,total_absolute_error,total_squared_error,mean_absolute_error,sample_fraction,absolute_error_fraction,squared_error_fraction
mixed_random,1562,147.5193973481655,33.18877895946761,0.09444263594632875,0.06248,0.1536437339332074,0.29169901441163887
decoherence_sensitive,2344,174.8071292564273,31.516619389773236,0.07457642033124032,0.09376,0.18206432875883968,0.27700226105971426
qft_lite,2284,82.31640914082527,11.280454383237522,0.03604045934361877,0.09136,0.08573381325928578,0.09914487754202754
measurement_sensitive,2140,94.82866168767214,10.973246198719176,0.044312458732557077,0.0856,0.09876551780642168,0.09644479855591506
qaoa_like,2760,116.80218183994293,8.374038572573646,0.0423196311014286,0.1104,0.12165127889642553,0.07360014061523532
trotter_ising,2756,99.08569502830505,6.285726272813664,0.03595271953131533,0.11024,0.10319928387170266,0.05524578535656083
entanglement_heavy,2512,96.44126945734024,6.015045247428942,0.03839222510244436,0.10048,0.10044507373977969,0.0528667466934909
clean_control,1270,43.66367018222809,3.3520287114668363,0.03438084266317172,0.0508,0.04547638781490046,0.02946126679166255
routing_sensitive,2436,41.38240468502045,1.2007300511545864,0.016987850855919723,0.09744,0.04310041451657723,0.010553319027614146
mirror_circuit,2222,33.552778840065,1.042353581567646,0.015100260504079659,0.08888,0.03494573810287333,0.009161334702402124
ghz_cat,2714,29.73976892232895,0.5484592530802068,0.010957910435640733,0.10856,0.03097442929998657,0.004820455243738388
