mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.2627905209859212,0.004253087031073867,0.031999667485555015,5.470977696358819e-05,{},-2.4062666414970124e-07,-3.5332838559387625e-06,-1.9295279760633832e-06,-1.901146165383949e-06,1.3443714742196169e-06,1,-0.1758030592138458,-0.17532292399374744,-0.17510708318132948,-0.1754110221296409,0.00029087983844447305,1,-0.2186885956399341,-0.2176250152049781,-0.21726229963221577,-0.2178586368257093,0.0006052626821819417,1
