family,sample_count,total_absolute_error,total_squared_error,mean_absolute_error,sample_fraction,absolute_error_fraction,squared_error_fraction
mixed_random,1562,151.32553164777642,36.89463434066166,0.09687934164390295,0.06248,0.15304512046812696,0.3053022099971641
decoherence_sensitive,2344,174.5526872089787,31.679825557207202,0.07446786996970081,0.09376,0.17653621798675487,0.26214979299254243
qft_lite,2284,83.97201630936071,11.749136306012174,0.03676533113369558,0.09136,0.08492623295010555,0.09722381977452348
measurement_sensitive,2140,94.57536771240117,11.078501319677367,0.044194097061869705,0.0856,0.09565007561679713,0.09167433142510831
qaoa_like,2760,120.54706088808227,8.763081839814634,0.043676471336261694,0.1104,0.12191689832378844,0.07251429103155174
trotter_ising,2756,104.92997896007626,7.090622614580982,0.038073286995673535,0.11024,0.10612235156749154,0.05867473124951484
entanglement_heavy,2512,100.08750761481986,6.4441285174092435,0.039843753031377334,0.10048,0.10122485276257584,0.05332500817612136
clean_control,1270,41.90009034871064,3.374942231385984,0.03299219712496901,0.0508,0.042376222341446834,0.027927565627593718
routing_sensitive,2436,50.600167014668344,2.0562653517203064,0.02077182553968323,0.09744,0.05117516239422412,0.01701554622887061
mirror_circuit,2222,33.17793957609028,1.0392935115393196,0.01493156596583721,0.08888,0.03355495734272932,0.008600128760700902
ghz_cat,2714,33.095823604779824,0.6758418156253694,0.012194481799845181,0.10856,0.03347190824595947,0.005592574736308413
