mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.2671596209208171,0.006688688330885279,0.03328371047973633,0.0016323862969779143,{},-1.661380175632665e-05,-1.2191229359359568e-08,-1.7415669688602975e-05,-1.1347220891429663e-05,8.021758789908585e-06,1,-0.10498304501115197,-0.10500118577011446,-0.10530555458562608,-0.1050965951222975,0.00014794213907214063,1,-0.13678635870227898,-0.136677474506616,-0.13721850539506655,-0.13689411286798717,0.00023364763460533553,1
