ablation_name,ablation_description,model_name,model_display_name,target_name,feature_column_count,used_local_feature_count,validation_mae,validation_rmse,validation_r2,test_mae,test_rmse,test_r2,cv_best_r2,best_params
both,"Raw and transpiled rows together, but only shared variant-agnostic pre-run features.",xgboost_regressor,XGBoost Regressor,reliability,37,0,0.0406007927852869,0.0725449999721929,0.8519238319583288,0.0393384453478455,0.0696858250600676,0.8578569179452742,0.8542937661017476,"{'learning_rate': 0.1, 'max_depth': 6}"
both_with_local_features,"Raw and transpiled rows together, explicit `compiler_variant`, and local mapping-aware features with train-only imputation.",xgboost_regressor,XGBoost Regressor,reliability,45,7,0.0397283833791315,0.0705710938064977,0.8598723318930854,0.0386987977698445,0.0678384922556865,0.8652932962535624,0.8610078750874651,"{'learning_rate': 0.1, 'max_depth': 6}"
both_without_local_features,"Raw and transpiled rows together, shared pre-run features plus explicit `compiler_variant`, without local mapping-aware features.",xgboost_regressor,XGBoost Regressor,reliability,38,0,0.0395627102774381,0.0701620678250841,0.8614919683246804,0.0384055746555328,0.0674618353208043,0.8667849968083633,0.8624875219898106,"{'learning_rate': 0.1, 'max_depth': 6}"
raw_only,"Raw rows only, shared pre-run features, no transpilation-local features.",xgboost_regressor,XGBoost Regressor,reliability,37,0,0.0260304745316505,0.0371492198691051,0.927935634880411,0.0258232615661621,0.0369915244066327,0.9250477677862818,0.9278693479570498,"{'learning_rate': 0.1, 'max_depth': 6}"
transpiled_only,"Transpiled rows only, shared pre-run features plus local mapping-aware features.",xgboost_regressor,XGBoost Regressor,reliability,44,7,0.0519088681191206,0.0911213916674584,0.8284301093724892,0.0501654867243766,0.0875637942164597,0.8355964880834962,0.8290104116932925,"{'learning_rate': 0.05, 'max_depth': 6}"
