split_name,ablation_name,model_name,slice_name,slice_value,sample_count,mae,rmse,r2
validation,both,xgboost_regressor,overall,overall,25000,0.0406007927852869,0.07254499997219298,0.8519238319583288
validation,both,xgboost_regressor,family,clean_control,1212,0.04045165593277897,0.06368029900115094,0.8598826700338689
validation,both,xgboost_regressor,family,decoherence_sensitive,2340,0.07907821973865359,0.12481464419212998,0.7693175049412955
validation,both,xgboost_regressor,family,entanglement_heavy,2554,0.03795027864707478,0.047978654540234186,0.939821942494082
validation,both,xgboost_regressor,family,ghz_cat,2690,0.011224265368897675,0.014416182432832917,0.9697697463917604
validation,both,xgboost_regressor,family,measurement_sensitive,2120,0.04917461754367599,0.08055765742552783,0.8901120305828926
validation,both,xgboost_regressor,family,mirror_circuit,2176,0.015391238472040962,0.021857493935720822,0.8608803557253524
validation,both,xgboost_regressor,family,mixed_random,1568,0.10714546792513253,0.16108443092956623,0.43153084748369075
validation,both,xgboost_regressor,family,qaoa_like,2762,0.04312357275189048,0.0561438373965468,0.9284640394346289
validation,both,xgboost_regressor,family,qft_lite,2280,0.03866101033462767,0.07411580531565906,0.902180885503632
validation,both,xgboost_regressor,family,routing_sensitive,2530,0.017358033529854575,0.02265242807235243,0.9140835429687441
validation,both,xgboost_regressor,family,trotter_ising,2768,0.03501273077950312,0.04557435660000629,0.8810698241068712
validation,both,xgboost_regressor,qubit_count,2,2560,0.017424226645380257,0.026056072053279377,0.606175543786104
validation,both,xgboost_regressor,qubit_count,3,5436,0.04467175128466071,0.0800464282357924,0.5622473210595869
validation,both,xgboost_regressor,qubit_count,4,6254,0.0411441811203461,0.07510731534498938,0.727297590700098
validation,both,xgboost_regressor,qubit_count,5,6106,0.0413446796773068,0.07269772137927401,0.8076028298539665
validation,both,xgboost_regressor,qubit_count,6,4644,0.04690177360040992,0.07688367737719498,0.8442554355518532
validation,both,xgboost_regressor,compiler_variant,raw,12500,0.028621786224842072,0.04079507820270001,0.913096611861715
validation,both,xgboost_regressor,compiler_variant,transpiled,12500,0.05257979934573174,0.0941345613277427,0.8168956791851429
validation,both,xgboost_regressor,difficulty_bucket,q1,6982,0.0400040809164345,0.08288500748633153,0.6507495545508136
validation,both,xgboost_regressor,difficulty_bucket,q2,5948,0.038280021643520366,0.0707179340413556,0.8687641015489158
validation,both,xgboost_regressor,difficulty_bucket,q3,6368,0.03829164422777055,0.06414862450061368,0.8957498000062604
validation,both,xgboost_regressor,difficulty_bucket,q4,5702,0.04633121141626182,0.06963966987745818,0.8840052302563178
test,both,xgboost_regressor,overall,overall,25000,0.03933844534784556,0.06968582506006768,0.8578569179452742
test,both,xgboost_regressor,family,clean_control,1270,0.0374125085008426,0.05786908130137724,0.8713303341622637
test,both,xgboost_regressor,family,decoherence_sensitive,2344,0.07497449895945527,0.11622415221621557,0.7778043548044569
test,both,xgboost_regressor,family,entanglement_heavy,2512,0.03846159786175771,0.04894872128091607,0.937184069965342
test,both,xgboost_regressor,family,ghz_cat,2714,0.010670511992257048,0.013685790130606175,0.9739502521646691
test,both,xgboost_regressor,family,measurement_sensitive,2140,0.04457100186949579,0.07192126632108561,0.9083481861648595
test,both,xgboost_regressor,family,mirror_circuit,2222,0.015582220442760752,0.02225651642065311,0.86209019406121
test,both,xgboost_regressor,family,mixed_random,1562,0.10610233607884406,0.1598221248121313,0.4744797518873165
