feature,importance_mean,importance_std
qubit_count,0.05137755569219589,0.0005653599226829911
original_num_single_qubit_gates,0.03332576508726924,0.0004469538794868776
original_entanglement_density,0.028718911210820076,0.0005619700768521287
long_range_interaction_score,0.025199256005510685,0.0006198376892265959
mean_qubit_gate_count,0.021769184248929374,0.0002077720470964911
entanglement_density,0.018243186011724172,0.0006245261798712798
num_single_qubit_gates,0.016707065451703963,0.0003499897383061802
readout_error,0.013562362649850546,0.00032484858584201946
measurement_count,0.012408078552037474,0.00021124739161808311
original_long_range_interaction_score,0.012392174222320316,0.0002787656610653296
original_mean_qubit_gate_count,0.01123456489741802,0.0002921361154360918
circuit_depth,0.007887026527896522,0.0001899141852412691
num_cx,0.00602550575919449,0.00012686424777883084
original_unique_two_qubit_edge_count,0.00583937912546098,0.00025416801193290045
mean_qubit_two_qubit_gate_count,0.005504693044442682,0.00018317599426839341
original_mean_qubit_two_qubit_gate_count,0.005491770360805091,0.00012587490586298529
num_cz,0.005273270625993607,0.00012895340493565297
max_qubit_gate_count,0.004710625880211589,0.00012305132582540032
original_num_cz,0.00433412638194859,0.00011136047419396466
max_qubit_two_qubit_gate_count,0.004034588706493376,0.00012780496283100234
original_max_qubit_two_qubit_gate_count,0.003993719217553733,0.00018272427659227309
original_circuit_depth,0.003497467098012564,0.00013586957222765482
t1_mean,0.002923359881341456,7.903789592447626e-05
original_num_cx,0.002707501758635042,8.094564398147446e-05
two_qubit_gate_error,0.0021177581045776564,0.00011318419594978578
original_max_qubit_gate_count,0.001903981362655756,0.00011887353255035021
original_mean_interaction_degree,0.0014235258400440206,6.49952476794947e-05
single_qubit_gate_error,0.0012801671801134914,0.00011099206538885203
active_qubit_fraction,0.0012471056924201534,0.0001080312573045326
original_interaction_graph_density,0.0011970427501946665,0.00011621791053195042
t2_mean,0.0010541991088539341,6.981697043321727e-05
unique_two_qubit_edge_count,0.001050211238116023,5.355150847970584e-05
interaction_graph_density,0.0009824304532259675,6.33315764385461e-05
original_active_qubit_fraction,0.0003750087920576309,2.4801317457300314e-05
mean_interaction_degree,0.0003533156512305121,4.6728958977028826e-05
max_interaction_degree,0.00031025622561573797,3.738319844379087e-05
original_max_interaction_degree,0.00011061649508774078,3.014925952025188e-05
